,id,source_url,captions,md5
239,645,http://plantid.net/PhotoPath/Thumb192/__RPS/Euonymus%20occidentalis%20var.%20occidentalis_Burning%20Bush_0095.jpg,"Euonymus occidentalis var. occidentalis, Green stems.",b786171e5a8f120c7089267d8f31f075
240,646,http://plantid.net/PhotoPath/Thumb192/__KM/Eriogonum%20fasciculatum%20var.%20foliolosum_0000%200000%200109%200767.jpg,"Eriogonum fasciculatum var. foliolosum, Flowers are pink and white, growing in spherical clusters at the top of stems.",6ab002cdb7a9431ea470513ce123399c
241,647,http://plantid.net/PhotoPath/Thumb192/__SSM/Eriogonum%20fasciculatum%20var.%20foliolosum_0000%200000%200210%202458.jpg,"Eriogonum fasciculatum var. foliolosum, Leaves are leathery and roll under at the edge.  The underside is wooly.",eccc77a4de54c4a25b7e4dd001ae943e
242,648,http://plantid.net/PhotoPath/Thumb192/__SSM/Eriogonum%20fasciculatum%20var.%20foliolosum_0000%200000%200210%202457.jpg,"Eriogonum fasciculatum var. foliolosum, Leaves cluster near the bottom of the stem, and flowers at the top.",a576d9e54fa6b050303d58e543140d50
243,649,http://plantid.net/PhotoPath/Thumb192/__WF/Thermopsis%20californica_Golden%20Banner%20False%20Lupine_Ring%20Mountain_1978-04-30__WF.jpg,"Thermopsis californica var. californica, Bright yellow pea-shaped flowers form a spike at the top of the plant.",59a422194daff0c947a90b3d0b0503cb
244,650,http://plantid.net/PhotoPath/Thumb192/__JML/Thermopsis%20californica.jpg,"Thermopsis californica var. californica, Leaflets are in 3s.  Leaves are hairy, with a pair of leaf-like stipules at their base.",bffdfd9f7a017efac8bb243e57add824
245,651,http://plantid.net/PhotoPath/Thumb192/__WF/Thermopsis%20californica_California%20Golden%20Banner_Old%20St.%20Hilary's_2001-04-01__WF.jpg,"Thermopsis californica var. californica, Spikes of yellow flowers extend above the leaves.",813ff8b1c10c5e782b4a6ab5e8c56d1c
246,652,http://plantid.net/PhotoPath/Thumb192/__SSM/Extriplex%20californica_0000%200000%200506%203930.jpg,"Extriplex californica, Small green, pink and yellow flowers bunch tightly to the stem.",2b2e2890e688d1bb74f9995ac50920c1
247,653,http://plantid.net/PhotoPath/Thumb192/__SSM/Extriplex%20californica_0000%200000%200514%200466.jpg,"Extriplex californica, Leaves to about 1 inch long, succulent, and excrete salt.",f666131ed76740208bb7d7d315951976
248,654,http://plantid.net/PhotoPath/Thumb192/__KM/Extriplex%20californica_0000%200000%200817%200402.jpg,"Extriplex californica, Grows in salty areas, such as beaches and salt marshes.",e41f9f22df6c9ebbebb04594af7c18ba
249,655,http://plantid.net/PhotoPath/Thumb192/__BHS/Suaeda%20californica%203.JPG,"Suaeda californica, Lots of succulent thin pointed leaves to 1.5 inches long.",e311b8eb13333e6f7e10a924bf724dff
250,656,http://plantid.net/PhotoPath/Thumb192/__BHS/Suaeda%20californica%205.JPG,"Suaeda californica, Spherical green flowers at the base of the leaves.",5baa7d391ca6e37bdb26b91f2932cd6c
251,657,http://plantid.net/PhotoPath/Thumb192/__BHS/Suaeda%20californica%204(2).JPG,"Suaeda californica, Grows in a mound to two or three feet tall.",1be17085283e0ef5c98b8215eb9e158e
252,658,http://plantid.net/PhotoPath/Thumb192/__NK/Medicago%20sativa_0000%200000%200215%200865.jpg,"Medicago sativa, Clusters of small purple pea-like flowers.",40a83472ec6305208ac65f218e75bbae
253,659,http://plantid.net/PhotoPath/Thumb192/__KM/Medicago%20sativa%20ssp.%20sativa_0000%201111%201234%204199.jpg,"Medicago sativa, Leaves in 3, serrated, with short petioles connecting them to the stem.",0571d3790dc8b0b784c392a386cffc76
254,660,http://plantid.net/PhotoPath/Thumb192/__JM/Medicago%20sativa.jpg,"Medicago sativa, Grows erect.  The pea pod twists into a coil.",575688c2a9283eb80194491bac9715bb
255,769,http://plantid.net/PhotoPath/Thumb192/__KM/Viola%20adunca_0000%200000%201108%200391.jpg,"Viola adunca ssp. adunca, Nodding flower with violet-shaped purple petals.",a9aed69bfca1d713480c7a91eab0e3c9
256,770,http://plantid.net/PhotoPath/Thumb192/__KM/Viola%20adunca_0000%200000%201108%200392.jpg,"Viola adunca ssp. adunca, Lower petal has white base and purple veining.  Side petals have white hairs near the center.",46f0de797bb11100bf8699521fa310d5
257,771,http://plantid.net/PhotoPath/Thumb192/__KM/Viola%20adunca_0000%200000%200409%201054.jpg,"Viola adunca ssp. adunca, Leaves spade or heart shaped.",2795d61d7b3bfc9c688c1fc52d1d401f
258,778,http://plantid.net/PhotoPath/Thumb192/__BHS/2016/2016-05-31%20Yosemite/Dudleya%20cymosa_liveforever%20(5).jpg,"Dudleya cymosa ssp. cymosa, Bright red and orange flowers above a bed of succulent leaves.",36b08e203f173ec0aae9908455b5166c
259,779,http://plantid.net/PhotoPath/Thumb192/__BHS/2016/2016-05-31%20Yosemite/Dudleya%20cymosa_liveforever%20(6).jpg,"Dudleya cymosa ssp. cymosa, 5 petals at the top of a tube flower.",ddffcd643a7f1a29912103581b97acd7
260,780,http://plantid.net/PhotoPath/Thumb192/__BHS/2016/2016-05-31%20Yosemite/Dudleya%20cymosa_liveforever%20(3).jpg,"Dudleya cymosa ssp. cymosa, Found in rocky areas.",4ed06eb8ccb15e0dade4c09d7014e107
261,781,http://plantid.net/PhotoPath/Thumb192/__WF/Iris%20longipetala%203_Central%20Coast%20Iris_Fort%20Baker_1981-03-07__WF.jpg,"Iris longipetala, Four outer petals are white with lavendar veins.  Inner petals are all lavendar.",7588fdbab48d32e312b2544f4aeec3cd
262,782,http://plantid.net/PhotoPath/Thumb192/__WF/Iris%20longipetala%203_Central%20Coast%20Iris_Chileno%20Valley_1979-04-28__WF.jpg,"Iris longipetala, Flowers are often clumped together.",0e02eea9fbaf26389c339f6b304e6840
263,783,http://plantid.net/PhotoPath/Thumb192/__WF/Iris%20longipetala_Central%20Coast%20Iris_Chileno%20Valley_1979-04-28__WF.jpg,"Iris longipetala, Plants grow in tight groups, often in bogs",ca9352418472bb8860992117364bb083
264,784,http://plantid.net/PhotoPath/Thumb192/__NK/Malacothrix%20clevelandii_0000%200000%201111%201381.jpg,"Malacothrix clevelandii, Tiny yellow flower heads are surrounded by narrow green phyllaries and a cup of short calyculus bracts below.",52eba90f4c37257309a65b8617a30f3a
265,785,http://plantid.net/PhotoPath/Thumb192/__BB/Malacothrix%20clevelandii_0000%200000%200415%200511.jpg,"Malacothrix clevelandii, Basal leaves and reduced stem leaves grow below a cluster of small flower heads.",4f004f1ecb0cbf6463687a1ad0564d6a
266,786,http://plantid.net/PhotoPath/Thumb192/__NK/Malacothrix%20clevelandii_0000%200000%200120%201848.jpg,"Malacothrix clevelandii, Many thin bristles radiate out from short fruits.",f70b0e29a9e4ef6672b626206946a52f
267,787,http://plantid.net/PhotoPath/Thumb192/__SSM/Petasites%20frigidus%20var.%20palmatus_0000%200000%200216%202332.jpg,"Petasites frigidus var. palmatus, Small white composite flowers form a dense cluster at the top of a thick stem.",d56b06dca5caf534507ffb1835ce287d
268,788,http://plantid.net/PhotoPath/Thumb192/__BB/Petasites%20frigidus%20var.%20palmatus_0000%200000%200315%203243.jpg,"Petasites frigidus var. palmatus, ""Colts Foot"" leaves, up to 12 inches wide, have deep-cut lobes .  The underside is white and fuzzy.",d528bda9d6c34203e09b06d2ebdbcfa1
269,789,http://plantid.net/PhotoPath/Thumb192/__SSM/Petasites%20frigidus%20var.%20palmatus_0000%200000%200216%202330.jpg,"Petasites frigidus var. palmatus, It grows to about 20 inches on stream banks and seeps.",5a023c72d0671a71ca26fb808c5c557d
270,832,http://plantid.net/PhotoPath/Thumb192/__WL/Agoseris%20grandiflora%20var.%20grandiflora%20-%20Redwood%202007-05-15%20-%2002.jpg,"Agoseris grandiflora var. grandiflora, This is a large Dandelion, with densely-packed ray flowers and a reddish center.  Notice the narrow lobes along the leaves.",8c3e3c4ed32868c5bc6d56aa8d489537
271,833,http://plantid.net/PhotoPath/Thumb192/__KM/Agoseris%20grandiflora%20var.%20grandiflora_0000%201111%202222%202987.jpg,"Agoseris grandiflora var. grandiflora, Flowers grow at the top of unbranched stems up to 3 feet tall. Basal leaves can be up to 2 feet long.",959e3bb1f57553e6ef0c3cc51e470088
272,834,http://plantid.net/PhotoPath/Thumb192/__KM/Agoseris%20grandiflora%20var.%20grandiflora_0000%201111%202222%202984.jpg,"Agoseris grandiflora var. grandiflora, Seeds connect to a flat receptacle at one end and fluffy pappus at the other.  The seed head can be 4"" across.",516e034c747912c84104e0dbf2b948b6
273,835,http://plantid.net/PhotoPath/Thumb192/__ZAB/Agoseris%20heterophylla%20var.%20cryptopleura_0000%200000%200418%201227.jpg,"Agoseris heterophylla var. cryptopleura, Yellow rays are much longer than phyllaries below.  Var. heterophylla 's rays are not.",644c3c7478488a7f3d9da96fb4ad1b94
274,836,http://plantid.net/PhotoPath/Thumb192/__BB/Agoseris%20heterophylla%20var.%20cryptopleura_0000%200000%200809%201664.jpg,"Agoseris heterophylla var. cryptopleura, Basal leaves grow to 6"" long and 1/2"" wide.",c02cc8bd06e123b82a584958cb2448f5
275,837,http://plantid.net/PhotoPath/Thumb192/__ZAB/Agoseris%20heterophylla%20var.%20cryptopleura_0000%200000%200518%200472.jpg,"Agoseris heterophylla var. cryptopleura, Pappus forms an open sphere.",d39a62030a670fa76188361f4d57a9c7
276,838,http://plantid.net/PhotoPath/Thumb192/__FM2/Agoseris%20heterophylla%20var.%20heterophylla%20-%20head.jpg,"Agoseris heterophylla var. heterophylla, Rays barely exceed the length of phyllaries .  Var. cryptopleura 's rays are much longer.",922e4f3119f653199a1af5cf2926c42a
277,839,http://plantid.net/PhotoPath/Thumb192/__FM2/Agoseris%20heterophylla%20var.%20heterophylla%20-%20head%202.jpg,"Agoseris heterophylla var. heterophylla, Basal leaves grow to 6"" long.",9eb26b488a3cbcc8d868c6bb3d67cf52
278,841,http://plantid.net/PhotoPath/Thumb192/__DLS/Agoseris%20hirsuta%20cu.jpg,"Agoseris hirsuta, Many yellow ligulate ray flowers have flat tips.  There are no disc flowers .",e446db1b4f5c7cf38e8f0a5fb058e16b
279,842,http://plantid.net/PhotoPath/Thumb192/__DLS/Agoseris%20hirsuta.jpg,"Agoseris hirsuta, Green or purple phyllaries are much shorter than ray flowers .",a1ddf2a9157d9b31e8b6b25ad9fff8f5
280,843,http://plantid.net/PhotoPath/Thumb192/__DLS/Agoseris%20hirsuta%203.jpg,"Agoseris hirsuta, Basal Leaves are narrow, often with thin sideways lobes .  Single flowers grow at the top of an unbranching stalk.",8fc5589f142f6d6a7242dcd5d8d705da
281,844,http://plantid.net/PhotoPath/Thumb192/__BB/Agoseris%20retrorsa_0000%200000%200809%201667.jpg,"Agoseris retrorsa, Several ranks of woolly phyllaries support a big (1"" diameter) yellow flower head.",50c5be8329df170cc4177b5000590bd6
282,845,http://plantid.net/PhotoPath/Thumb192/__JKN/Agoseris%20retrorsa_0000%200000%200609%200949.jpg,"Agoseris retrorsa, Basal leaves , about 8"" long, are narrow with many pairs of narrow, often backwards pointing, lobes .",f596bd2f171d6234baa85948aa7400cc
283,846,http://plantid.net/PhotoPath/Thumb192/__ZAB/Agoseris%20retrorsa_0000%200000%200620%201300.jpg,"Agoseris retrorsa, Short fruits with long beaks support lots of white pappus bristles, creating an open sphere up to 2"" in diameter.",a62d5b4599e3e4886a11ee28960ed46d
284,847,http://plantid.net/PhotoPath/Thumb192/__ZAB/Chondrilla%20juncea_0000%200000%200711%201121.jpg,"Chondrilla juncea, 9-12 yellow rays are surrounded by narrow, long green phyllaries .",7600509091f9ca03f2e0ecbaaa7a0e99
285,848,http://plantid.net/PhotoPath/Thumb192/__NK/Chondrilla%20juncea_0000%200000%200215%200685.jpg,"Chondrilla juncea, The stem has stiff down-pointing hairs near its bottom.",6232e78775dc4cc33f5022e768ce1c7f
286,849,http://plantid.net/PhotoPath/Thumb192/__MB/Chondrilla%20juncea__MB.jpg,"Chondrilla juncea, An extensive root system generates a many-branched stem with flower-heads scattered among them.",2df5949896210fa88861e320f4079e6e
287,850,http://plantid.net/PhotoPath/Thumb192/__KM/Cichorium%20intybus_0000%201111%201234%201555.jpg,"Cichorium intybus, Petals have the same flat tips and serrations as other dandelions, but are blue.",b467b45ea3e49b34d7d68cd602c1ef9c
288,851,http://plantid.net/PhotoPath/Thumb192/__SSM/Cichorium%20intybus_0000%200000%200615%203008.jpg,"Cichorium intybus, Long leaf-like bracts , widely spaced.",0ca78458177b68d4e55a0ec8604024d8
289,852,http://plantid.net/PhotoPath/Thumb192/__IFPS/Cichorium%20intybus.jpg,"Cichorium intybus, Dandelion-like leaves.  Flowers emerge from along the stem as well as at the top.",ee0e87bd26033821bc565b5d5634e377
290,853,http://plantid.net/PhotoPath/Thumb192/__ZAB/Crepis%20bursifolia_0000%200000%200611%200485.jpg,"Crepis bursifolia, Two rows of green phyllaries support about 50 yellow rays .",a6d8593bc71ec30ffc95a2e5347bb0c9
291,854,http://plantid.net/PhotoPath/Thumb192/__ZAB/Crepis%20bursifolia_0000%200000%200221%202161.jpg,"Crepis bursifolia, Basal leaves have many lateral lobes and one bigger terminal lobe.  Stem leaves smaller.",00200f37abfdd2319034b1dc9769c3d9
292,855,http://plantid.net/PhotoPath/Thumb192/__ZAB/Crepis%20bursifolia_0000%200000%200611%200486.jpg,"Crepis bursifolia, Each 1/4"" fruit ends in a 1/2"" beak which supports an inverted cone of  white bristly pappus .",5c03f8b111432e54d8d0455447d1b20d
293,856,http://plantid.net/PhotoPath/Thumb192/__BHS/Crepis%20vesicaria%20ssp%20taraxacifolia.jpg,"Crepis vesicaria ssp. taraxacifolia, Beaked Hawksbeard has 10 to 20 dandelion heads, each at the top of its own branch.",fec35256df71dcb0264991d47261560b
294,857,http://plantid.net/PhotoPath/Thumb192/__BHS/Crepis%20vesicaria%20subsp%20taraxacifolia%20inflorescence.jpg,"Crepis vesicaria ssp. taraxacifolia, It does well in disturbed soil and is common along roadsides and paths.",97f7003e3a5bf82ec901d231db3391c7
295,858,http://plantid.net/PhotoPath/Thumb192/__BHS/Crepis%20vesicaria%20leaves.jpg,"Crepis vesicaria ssp. taraxacifolia, Basal leaves are deeply lobed , with a large lobe at the tip.  The hollow stem is ribbed, helping it stand erect",b6c446adc583c81108b79ca36838aa9f
296,859,http://plantid.net/PhotoPath/Thumb192/__NK/Hedypnois%20cretica_0000%200000%200215%200714.jpg,"Hedypnois rhagadioloides, Many small dandelion flowers at the end of often limp stems.",48e5dd0e2ac58c4f45ace2261e6ebb60
297,860,http://plantid.net/PhotoPath/Thumb192/__BB/Hedypnois%20cretica_0000%200000%201111%200798.jpg,"Hedypnois rhagadioloides, Leaves are deep cut, like Common Dandelion, but with bristles.",9ca247b4ad5864c09f41b764642179f7
298,861,http://plantid.net/PhotoPath/Thumb192/__BB/Hedypnois%20cretica_0000%200000%201111%200842.jpg,"Hedypnois rhagadioloides, Seeds have short, scaly pappus . Phyllaries open up, curve inward, and become woody.",a15de473eeeac588b9863f55a582f254
299,865,http://plantid.net/PhotoPath/Thumb192/__KM/Hieracium%20albiflorum_0000%200000%200209%201493.jpg,"Hieracium albiflorum, Look for several rows of white ""petals"" with flat serrated tips.  Note the yellow stamens.",8e71adb41b1bfc445cbfe8c7cb98c2a1
300,866,http://plantid.net/PhotoPath/Thumb192/__KM/Hieracium%20albiflorum_0000%200000%200209%201494.jpg,"Hieracium albiflorum, Hairy basal leaves are 3 to 6 inches long.",03e39ce39013e27ca7765f66c6339086
301,867,http://plantid.net/PhotoPath/Thumb192/__JML/Hieracium%20albiflorum.jpg,"Hieracium albiflorum, This hawkweed has many branching flower heads at the top of a single stem.",777f8271e2ad6037bb08b825fc8ef908
302,868,http://plantid.net/PhotoPath/Thumb192/__SSM/Hypochaeris%20glabra_0000%200000%200405%202019.jpg,"Hypochaeris glabra, Red-tipped leaf-like phyllaries in several layers below the flower.",0d4d0f0a87bf7333e35c10d91c231ff8
303,869,http://plantid.net/PhotoPath/Thumb192/__SSM/Hypochaeris%20glabra_0000%200000%200405%202018.jpg,"Hypochaeris glabra, Basal leaves are smooth, as opposed to that of Hairy Cat's Ear.",22515c501c6370370967e15a44c7ae54
304,870,http://plantid.net/PhotoPath/Thumb192/__WF/Hypochaeris%20glabra_Smooth%20Cat's%20Ear_Novato_1978-04-22__WF.jpg,"Hypochaeris glabra, Grows in dense patches.",4ea26b350081470c168ad69f645bfea9
305,871,http://plantid.net/PhotoPath/Thumb192/__KM/Hypochaeris%20radicata_0000%200000%201208%201754.jpg,"Hypochaeris radicata, This dandelion-like flower is at the top of leafless, branching stems, 1 or 2 feet tall.",567f03175c786bcb52028d53e216d984
306,872,http://plantid.net/PhotoPath/Thumb192/__FRDM/Over4500/Hypochaeris%20radicataLF.jpg,"Hypochaeris radicata, Basal leaves have large, uneven ""bites"" taken out of them.",60162dcd46987a7e08b28bdd7bd428be
307,873,http://plantid.net/PhotoPath/Thumb192/__RPS/Hypochaeris%20radicata_Hairy%20Cats%20Ear_0938.jpg,"Hypochaeris radicata, Stems are tall, and branching.",5ad4d5772b3a708a1c6e407b908acc9a
308,874,http://plantid.net/PhotoPath/Thumb192/__AF/Lactuca%20saligna_609.jpg,"Lactuca saligna, Heads with several yellow ligulate ray flowers grow along the stem.",39d64025bb53816e8f3f9ec6e5d99d87
309,875,http://plantid.net/PhotoPath/Thumb192/__WL/Lactuca%20saligna%20-%20Redwood%202009-08-19%20-2.jpg,"Lactuca saligna, Stem leaves are quite narrow.  There are no basal leaves .",e4590099f24ac2167340b2164e5550b7
310,876,http://plantid.net/PhotoPath/Thumb192/__WF/Lactuca%20saligna_Willow%20Lettuce_Lucas%20Valley_1977-09-05__WF.jpg,"Lactuca saligna, Gives the appearance of a narrow flower with leaves an flowers close to the stem.",4ae468daabb2c4e5d93c5df4eefbfb8e
311,877,http://plantid.net/PhotoPath/Thumb192/__NK/Lactuca%20serriola_0000%200000%200708%202102.jpg,"Lactuca serriola, Flowers are 1/2 inch across, with several layers of green[phyllaries]] behind them.",9667d6ce4123cc271ab79093f1b5c8e9
312,878,http://plantid.net/PhotoPath/Thumb192/__NK/Lactuca%20serriola_0000%200000%201109%201436.jpg,"Lactuca serriola, Leaves are large at the bottom, with fine spines along the vein and edges.",3d76f76c2c27f7a18af68c1339d16d9a
313,879,http://plantid.net/PhotoPath/Thumb192/__FRDM/Over4500/Lactuca%20serriolaFR.jpg,"Lactuca serriola, Seeds are fairly flat and brownish-grey.  Each connects to a beak that ends in a tuft .",a0f8b1a97376f5ce8bab3822f68ca0dc
314,880,http://plantid.net/PhotoPath/Thumb192/__ZAB/Lactuca%20virosa_0000%200000%200611%200488.jpg,"Lactuca virosa, Yellow dandelion flower heads of about 15 rays appear on short stalks near the top of tis tall plant.",39f2ca87b9e0cd3edb0438e0e200198c
315,881,http://plantid.net/PhotoPath/Thumb192/__ZAB/Lactuca%20virosa_0000%200000%200814%200897.jpg,"Lactuca virosa, Stem leaves are fairly wide, with sharp-toothed edges.  The underside of the central vein is often spiny, as shown here.",e538dd2a34177bec60fef6175551f641
316,882,http://plantid.net/PhotoPath/Thumb192/__NK/Lactuca%20virosa_0000%200000%200114%202261.jpg,"Lactuca virosa, If all the ray florets are pollinated, about 15 fruits grow a beak that connects to wide-spread white pappus .",fca92e785fc11af260cf9e2cb1560a28
317,883,http://plantid.net/PhotoPath/Thumb192/__NK/Malacothrix%20californica_0000%200000%201115%202180.jpg,"Malacothrix californica, Red streaks decorate the back of yellow rays .  Green phyllaries are in two layers, the outer much shorter and with long tangled hairs.",735d5010f34ac51bab574971ed3fcf49
318,884,http://plantid.net/PhotoPath/Thumb192/__NK/Malacothrix%20californica_0000%200000%201115%202185.jpg,"Malacothrix californica, Outer rays are lighter in color and longer than others. Basal leaves are narrow and have long woolly hairs at their base.",9b3d2358171e51bfd2e6ef6ff467eb4a
319,885,http://plantid.net/PhotoPath/Thumb192/__FM2/Malacothrix%20californica%20-%20pappus%202.jpg,"Malacothrix californica, Pappus is a brush shape of fine white bristles.  Outer fruits have a shorter pappus.",5aa4f296823cc2c892b4de1c3db61176
320,889,http://plantid.net/PhotoPath/Thumb192/__NK/Malacothrix%20coulteri_0000%200000%201013%201327.jpg,"Malacothrix coulteri, Like other Malcothrix , outer rays are longer than inner ones, forming a distinctive look.",7dda5496ce9ac7beb0c3b5eac7aa257c
321,890,http://plantid.net/PhotoPath/Thumb192/__NK/Malacothrix%20coulteri_0000%200000%200917%202491.jpg,"Malacothrix coulteri, The flower head base is spherical, with many layers of overlapping short phyllaries , each with red center stripe.",a5fe5f35b21301eaaec4d743b1ac9b32
322,891,http://plantid.net/PhotoPath/Thumb192/__BB/Malacothrix%20coulteri_0000%200000%200403%200163.jpg,"Malacothrix coulteri, The pappus makes a thick brush of fine bristles of varying length.  Leaves are pointed and clasp the stem.",3c9dcff5cc46e3ceb7c79c8ade8a21a4
323,892,http://plantid.net/PhotoPath/Thumb192/__SSM/Malacothrix%20floccifera_0000%200000%200716%200248.jpg,"Malacothrix floccifera, A 1/2"" flower head generally has white rays , often with a yellow center.  The back of the rays is often lavender.",e9867ffdb79dd00b63a3bb90afbe8674
324,893,http://plantid.net/PhotoPath/Thumb192/__BB/Malacothrix%20floccifera_0000%200000%200611%201418.jpg,"Malacothrix floccifera, Leaves are woolly, with 4-6 pairs of roughly equal lobes .",06a2084240d0318bd1ca00c700b09a0c
325,894,http://plantid.net/PhotoPath/Thumb192/__ZAB/Malacothrix%20floccifera_0000%200000%200611%202314.jpg,"Malacothrix floccifera, Pappus is a brush shape of fine white bristles.  Outer fruits have no pappus.",3cd417b70cfbc24f80d877bf5c3f2882
326,895,http://plantid.net/PhotoPath/Thumb192/__WL/Microseris%20acuminata%20-%20Clayton%20Ranch%202013-03-28%20%2004.jpg,"Microseris acuminata, A yellow flower head is surrounded by long, pointed inner phyllaries and very short, triangular outer phyllaries .",84a75d1382359ac147e7bd4f590a8b69
327,896,http://plantid.net/PhotoPath/Thumb192/__WL/Microseris%20acuminata%20-%20Black%20Diamond%202013-03-19%20%2012.jpg,"Microseris acuminata, Basal leaves are narrow, often with narrow sideways lobes .",29d5172006db6acde0a7faa34a7b17c5
328,897,http://plantid.net/PhotoPath/Thumb192/__WL/Microseris%20acuminata%20-%20Carnegie%20Canyon%202011-04-22%208.jpg,"Microseris acuminata, Needle Microseris has a distinctive seed head featuring long fruits and long, tapering scales tipped with bristles.",bde9d73a380bb2297baf158e00d470e2
329,898,http://plantid.net/PhotoPath/Thumb192/__ZAB/Microseris%20bigelovii_0000%200000%200620%201266.jpg,"Microseris bigelovii, Rays may be yellow, orange, or a combination.  Green phyllaries are often purple tinged.",a26e2656901e877c64a1587461e55642
330,899,http://plantid.net/PhotoPath/Thumb192/__DLS/Microseris%20bigelovii_Coastal%20Silverpuffs__DLS.jpg,"Microseris bigelovii, Long basal leaves form a rosette .  They have narrow, opposite, sideways lobes .",b853ed26b60390e17d3e1ad2d6081a99
331,900,http://plantid.net/PhotoPath/Thumb192/__ZAB/Microseris%20bigelovii_0000%200000%200511%200184.jpg,"Microseris bigelovii, Each seed connects to several triangular scales that are tipped by a bristle, making a papery starburst.",fc108deab486ab3f923f6951c6d7fa75
332,901,http://plantid.net/PhotoPath/Thumb192/__DL/Microseris%20campestris%202.jpg,"Microseris campestris, Yellow rays and underlying (often purple) phyllaries are about the same length.",76d8abb9ba80f48711bc69be7f77a82e
333,902,http://plantid.net/PhotoPath/Thumb192/__JB3/Microseris%20campestris%20buds.jpeg,"Microseris campestris, Basal leaves are narrow, with pinnate , pointed lobes .",fcb9bc2cfb9807abeb7d3ae58b86aa7a
334,903,http://plantid.net/PhotoPath/Thumb192/__JB3/Microseris%20campestris%203.jpeg,"Microseris campestris, Pappus is a 1"" dia. papery starburst of scales tipped with long bristles.",c15a05732d74e5a0814502fd314f607d
335,904,http://plantid.net/PhotoPath/Thumb192/__NK/Microseris%20douglasii%20ssp.%20douglasii_0000%200000%200713%201698.jpg,"Microseris douglasii ssp. douglasii, Much smaller than most other dandelions, it grows to about 6 inches tall.",85f470588b15b9be6696947989385498
336,905,http://plantid.net/PhotoPath/Thumb192/__NK/Microseris%20douglasii%20ssp.%20douglasii_0000%200000%200312%201182.jpg,"Microseris douglasii ssp. douglasii, Notice the long single layer of green phyllaries wrapping the base of the flower.",fc9e1ff03fa45e6d1713c340b95b87da
337,906,http://plantid.net/PhotoPath/Thumb192/__NK/Microseris%20douglasii%20ssp.%20douglasii_0000%200000%200312%201178.jpg,"Microseris douglasii ssp. douglasii, Basal leaves are long, but vary in shape.",23e147614700903d5d1c7596706f8125
338,907,http://plantid.net/PhotoPath/Thumb192/__HH/Microseris%20douglasii%20ssp%20tenella%20whole%20plant.jpg,"Microseris douglasii ssp. tenella, A yellow or white flower head of many rays sits atop a bare stem. Basal leaves are narrow and rise from the ground.",876c9c1ffb0ab494fb91aa424af62f28
339,908,http://plantid.net/PhotoPath/Thumb192/__ZAB/Microseris%20douglasii%20ssp.%20tenella_0000%200000%200511%201485.jpg,"Microseris douglasii ssp. tenella, Pappus forms an open sphere.  Unlike most Microseris , you hardly notice the papery scales.",11fec88de1576f5a7be782dd17363c01
340,909,http://plantid.net/PhotoPath/Thumb192/__ZAB/Microseris%20douglasii%20ssp.%20tenella_0000%200000%201208%201807.jpg,"Microseris douglasii ssp. tenella, A 1/4"" long fruit has a tiny (1/25"") scale tipped with 1/4"" bristles.  Fruit tapers at the end.",898d702501eeeb4efa546f6d2f057348
341,910,http://plantid.net/PhotoPath/Thumb192/__ZAB/Microseris%20elegans_0000%200000%200411%202147.jpg,"Microseris elegans, Elegant Sliverpuffs has a rosette of basal leaves but no stem leaves.",c379c546ce2b9992033bdbe1661a2ecd
342,911,http://plantid.net/PhotoPath/Thumb192/__ZAB/Microseris%20elegans_0000%200000%200511%200362.jpg,"Microseris elegans, Each pollinated ray flower develops a brown fruit tipped with a spiky pappus.",5915bd5ef17dbf6b9d72ea48ba0e2278
343,912,http://plantid.net/PhotoPath/Thumb192/__ZAB/Microseris%20elegans_0000%200000%200511%200379.jpg,"Microseris elegans, Similar to Short-Scaled Microseris, fruits support 5 tiny scales tipped with longer bristles.",ba9e26c9adc60f0b5699123b6dae0737
344,913,http://plantid.net/PhotoPath/Thumb192/__NK/Microseris%20sylvatica_0000%200000%201111%200789.jpg,"Microseris sylvatica, Yellow rays are much longer than green phyllaries .  An outer layer of phyllaries is shorter, triangular, and becomes recurved.",5c48cf34e8346ac8099de5ab0d238c5e
345,914,http://plantid.net/PhotoPath/Thumb192/__NK/Microseris%20sylvatica_0000%200000%200116%205192.jpg,"Microseris sylvatica, Leaves are long (4-14""), basal , and, in some cases, along the stem.",5ee84369efbc8833059cc10fa975005d
346,915,http://plantid.net/PhotoPath/Thumb192/__NK/Microseris%20sylvatica_0000%200000%200114%200026.jpg,"Microseris sylvatica, Pappus is a large papery starburst, 1-2"" dia.",d2d9953971dfb0b58c894a0900d8e864
347,916,http://plantid.net/PhotoPath/Thumb192/__BHS/ChicoryFlowerAndSeed.jpg,"Rafinesquia californica, About 20 rays form this white flower head which often shows a yellow center.  When it goes to seed it forms an open, fluffy sphere.",641ad79265b059985cce442195e6f56f
348,917,http://plantid.net/PhotoPath/Thumb192/__KM/Rafinesquia%20californica_0000%200000%200104%200294.jpg,"Rafinesquia californica, Below the head, ray flowers are purple marked.  Long, pointed phyllaries are surrounded by a calyculus of short triangular bracts.",7b0dfdd5ee6a68f24e157a2c15c13e30
349,918,http://plantid.net/PhotoPath/Thumb192/__FRDM/Over4500/Rafinesquia%20californicaPL.jpg,"Rafinesquia californica, Greyish green leaves have irregular lobes .  A few smaller, clasping leaves decorate the stem, which branches to several single flower heads at the top.",477fabc0507f3c2471f37e291d541951
