url_gcp,url_aws,url_azure,image_id,sequence_id,location_id,frame_num,original_label,scientific_name,common_name,kingdom,phylum,cls,order,family,genus,species,filepath,filename,md5
https://storage.googleapis.com/public-datasets-lila/osu-small-animals/Images/Sorted_by_species/Mammalia/Meadow_Vole/A1E__2020-09-18__23-02-57(3)__microtus_pennsylvanicus.JPG,http://us-west-2.opendata.source.coop.s3.amazonaws.com/agentmorris/lila-wildlife/osu-small-animals/Images/Sorted_by_species/Mammalia/Meadow_Vole/A1E__2020-09-18__23-02-57(3)__microtus_pennsylvanicus.JPG,https://lilawildlife.blob.core.windows.net/lila-wildlife/osu-small-animals/Images/Sorted_by_species/Mammalia/Meadow_Vole/A1E__2020-09-18__23-02-57(3)__microtus_pennsylvanicus.JPG,Ohio Small Animals : Images/Sorted_by_species/Mammalia/Meadow_Vole/A1E__2020-09-18__23-02-57(3)__microtus_pennsylvanicus.JPG,Ohio Small Animals : location_A1E_sequence_index_00604,Ohio Small Animals : A1E,2,meadow_vole,microtus pennsylvanicus,meadow vole,animalia,chordata,mammalia,rodentia,cricetidae,microtus,pennsylvanicus,ohio-small-animals/OH_sm_animals_A1E__2020-09-18__23-02-57(3)__microtus_pennsylvanicus.JPG,OH_sm_animals_A1E__2020-09-18__23-02-57(3)__microtus_pennsylvanicus.JPG,3f2575932b8fceccb16f47f17f4ca780
https://storage.googleapis.com/public-datasets-lila/osu-small-animals/Images/Sorted_by_species/Mammalia/Meadow_Vole/A1N__2020-09-17__01-35-28(6)__microtus_pennsylvanicus.JPG,http://us-west-2.opendata.source.coop.s3.amazonaws.com/agentmorris/lila-wildlife/osu-small-animals/Images/Sorted_by_species/Mammalia/Meadow_Vole/A1N__2020-09-17__01-35-28(6)__microtus_pennsylvanicus.JPG,https://lilawildlife.blob.core.windows.net/lila-wildlife/osu-small-animals/Images/Sorted_by_species/Mammalia/Meadow_Vole/A1N__2020-09-17__01-35-28(6)__microtus_pennsylvanicus.JPG,Ohio Small Animals : Images/Sorted_by_species/Mammalia/Meadow_Vole/A1N__2020-09-17__01-35-28(6)__microtus_pennsylvanicus.JPG,Ohio Small Animals : location_A1N_sequence_index_00548,Ohio Small Animals : A1N,5,meadow_vole,microtus pennsylvanicus,meadow vole,animalia,chordata,mammalia,rodentia,cricetidae,microtus,pennsylvanicus,ohio-small-animals/OH_sm_animals_A1N__2020-09-17__01-35-28(6)__microtus_pennsylvanicus.JPG,OH_sm_animals_A1N__2020-09-17__01-35-28(6)__microtus_pennsylvanicus.JPG,d73986ab0df5849807f0cf59bbc6b4a5
https://storage.googleapis.com/public-datasets-lila/osu-small-animals/Images/Sorted_by_species/Mammalia/Meadow_Vole/A1W__2020-06-24__08-04-07(2)__microtus_pennsylvanicus.JPG,http://us-west-2.opendata.source.coop.s3.amazonaws.com/agentmorris/lila-wildlife/osu-small-animals/Images/Sorted_by_species/Mammalia/Meadow_Vole/A1W__2020-06-24__08-04-07(2)__microtus_pennsylvanicus.JPG,https://lilawildlife.blob.core.windows.net/lila-wildlife/osu-small-animals/Images/Sorted_by_species/Mammalia/Meadow_Vole/A1W__2020-06-24__08-04-07(2)__microtus_pennsylvanicus.JPG,Ohio Small Animals : Images/Sorted_by_species/Mammalia/Meadow_Vole/A1W__2020-06-24__08-04-07(2)__microtus_pennsylvanicus.JPG,Ohio Small Animals : location_A1W_sequence_index_00052,Ohio Small Animals : A1W,54,meadow_vole,microtus pennsylvanicus,meadow vole,animalia,chordata,mammalia,rodentia,cricetidae,microtus,pennsylvanicus,ohio-small-animals/OH_sm_animals_A1W__2020-06-24__08-04-07(2)__microtus_pennsylvanicus.JPG,OH_sm_animals_A1W__2020-06-24__08-04-07(2)__microtus_pennsylvanicus.JPG,7408cc24d5c16d050d0f1c662aacb548
https://storage.googleapis.com/public-datasets-lila/osu-small-animals/Images/Sorted_by_species/Mammalia/Meadow_Vole/GRN2__2019-08-12__11-51-51(2).JPG,http://us-west-2.opendata.source.coop.s3.amazonaws.com/agentmorris/lila-wildlife/osu-small-animals/Images/Sorted_by_species/Mammalia/Meadow_Vole/GRN2__2019-08-12__11-51-51(2).JPG,https://lilawildlife.blob.core.windows.net/lila-wildlife/osu-small-animals/Images/Sorted_by_species/Mammalia/Meadow_Vole/GRN2__2019-08-12__11-51-51(2).JPG,Ohio Small Animals : Images/Sorted_by_species/Mammalia/Meadow_Vole/GRN2__2019-08-12__11-51-51(2).JPG,Ohio Small Animals : location_GRN2_sequence_index_00263,Ohio Small Animals : GRN2,0,meadow_vole,microtus pennsylvanicus,meadow vole,animalia,chordata,mammalia,rodentia,cricetidae,microtus,pennsylvanicus,ohio-small-animals/OH_sm_animals_GRN2__2019-08-12__11-51-51(2).JPG,OH_sm_animals_GRN2__2019-08-12__11-51-51(2).JPG,1a25a7491ff339a3cab3f6c2345d2b0e
https://storage.googleapis.com/public-datasets-lila/osu-small-animals/Images/Sorted_by_species/Mammalia/Meadow_Vole/KPA1__2019-08-09__13-27-20(4).JPG,http://us-west-2.opendata.source.coop.s3.amazonaws.com/agentmorris/lila-wildlife/osu-small-animals/Images/Sorted_by_species/Mammalia/Meadow_Vole/KPA1__2019-08-09__13-27-20(4).JPG,https://lilawildlife.blob.core.windows.net/lila-wildlife/osu-small-animals/Images/Sorted_by_species/Mammalia/Meadow_Vole/KPA1__2019-08-09__13-27-20(4).JPG,Ohio Small Animals : Images/Sorted_by_species/Mammalia/Meadow_Vole/KPA1__2019-08-09__13-27-20(4).JPG,Ohio Small Animals : location_KPA1_sequence_index_00234,Ohio Small Animals : KPA1,1,meadow_vole,microtus pennsylvanicus,meadow vole,animalia,chordata,mammalia,rodentia,cricetidae,microtus,pennsylvanicus,ohio-small-animals/OH_sm_animals_KPA1__2019-08-09__13-27-20(4).JPG,OH_sm_animals_KPA1__2019-08-09__13-27-20(4).JPG,d848aab8e48d1f29f724713f01171d0a
https://storage.googleapis.com/public-datasets-lila/osu-small-animals/Images/Sorted_by_species/Mammalia/Meadow_Vole/KPC2__2019-08-26__05-19-04(2).JPG,http://us-west-2.opendata.source.coop.s3.amazonaws.com/agentmorris/lila-wildlife/osu-small-animals/Images/Sorted_by_species/Mammalia/Meadow_Vole/KPC2__2019-08-26__05-19-04(2).JPG,https://lilawildlife.blob.core.windows.net/lila-wildlife/osu-small-animals/Images/Sorted_by_species/Mammalia/Meadow_Vole/KPC2__2019-08-26__05-19-04(2).JPG,Ohio Small Animals : Images/Sorted_by_species/Mammalia/Meadow_Vole/KPC2__2019-08-26__05-19-04(2).JPG,Ohio Small Animals : location_KPC2_sequence_index_00307,Ohio Small Animals : KPC2,1,meadow_vole,microtus pennsylvanicus,meadow vole,animalia,chordata,mammalia,rodentia,cricetidae,microtus,pennsylvanicus,ohio-small-animals/OH_sm_animals_KPC2__2019-08-26__05-19-04(2).JPG,OH_sm_animals_KPC2__2019-08-26__05-19-04(2).JPG,ce886c8952071665dd67d2157161c21c
https://storage.googleapis.com/public-datasets-lila/osu-small-animals/Images/Sorted_by_species/Mammalia/Meadow_Vole/MLN2__2019-09-08__05-25-02(1).JPG,http://us-west-2.opendata.source.coop.s3.amazonaws.com/agentmorris/lila-wildlife/osu-small-animals/Images/Sorted_by_species/Mammalia/Meadow_Vole/MLN2__2019-09-08__05-25-02(1).JPG,https://lilawildlife.blob.core.windows.net/lila-wildlife/osu-small-animals/Images/Sorted_by_species/Mammalia/Meadow_Vole/MLN2__2019-09-08__05-25-02(1).JPG,Ohio Small Animals : Images/Sorted_by_species/Mammalia/Meadow_Vole/MLN2__2019-09-08__05-25-02(1).JPG,Ohio Small Animals : location_MLN2_sequence_index_00148,Ohio Small Animals : MLN2,0,meadow_vole,microtus pennsylvanicus,meadow vole,animalia,chordata,mammalia,rodentia,cricetidae,microtus,pennsylvanicus,ohio-small-animals/OH_sm_animals_MLN2__2019-09-08__05-25-02(1).JPG,OH_sm_animals_MLN2__2019-09-08__05-25-02(1).JPG,f7a43863837ada9999b28835fd8c7e8d
https://storage.googleapis.com/public-datasets-lila/osu-small-animals/Images/Sorted_by_species/Mammalia/Meadow_Vole/MLN3__2019-09-06__06-42-55(4).JPG,http://us-west-2.opendata.source.coop.s3.amazonaws.com/agentmorris/lila-wildlife/osu-small-animals/Images/Sorted_by_species/Mammalia/Meadow_Vole/MLN3__2019-09-06__06-42-55(4).JPG,https://lilawildlife.blob.core.windows.net/lila-wildlife/osu-small-animals/Images/Sorted_by_species/Mammalia/Meadow_Vole/MLN3__2019-09-06__06-42-55(4).JPG,Ohio Small Animals : Images/Sorted_by_species/Mammalia/Meadow_Vole/MLN3__2019-09-06__06-42-55(4).JPG,Ohio Small Animals : location_MLN3_sequence_index_00104,Ohio Small Animals : MLN3,1,meadow_vole,microtus pennsylvanicus,meadow vole,animalia,chordata,mammalia,rodentia,cricetidae,microtus,pennsylvanicus,ohio-small-animals/OH_sm_animals_MLN3__2019-09-06__06-42-55(4).JPG,OH_sm_animals_MLN3__2019-09-06__06-42-55(4).JPG,b5d7a444e3d768725abc9f439e93710a
https://storage.googleapis.com/public-datasets-lila/osu-small-animals/Images/Sorted_by_species/Mammalia/Meadow_Vole/NOR2__2019-05-31__08-32-09(1).JPG,http://us-west-2.opendata.source.coop.s3.amazonaws.com/agentmorris/lila-wildlife/osu-small-animals/Images/Sorted_by_species/Mammalia/Meadow_Vole/NOR2__2019-05-31__08-32-09(1).JPG,https://lilawildlife.blob.core.windows.net/lila-wildlife/osu-small-animals/Images/Sorted_by_species/Mammalia/Meadow_Vole/NOR2__2019-05-31__08-32-09(1).JPG,Ohio Small Animals : Images/Sorted_by_species/Mammalia/Meadow_Vole/NOR2__2019-05-31__08-32-09(1).JPG,Ohio Small Animals : location_NOR2_sequence_index_00052,Ohio Small Animals : NOR2,0,meadow_vole,microtus pennsylvanicus,meadow vole,animalia,chordata,mammalia,rodentia,cricetidae,microtus,pennsylvanicus,ohio-small-animals/OH_sm_animals_NOR2__2019-05-31__08-32-09(1).JPG,OH_sm_animals_NOR2__2019-05-31__08-32-09(1).JPG,114c2254fea2d0fbad61839f0fc96a54
https://storage.googleapis.com/public-datasets-lila/osu-small-animals/Images/Sorted_by_species/Mammalia/Meadow_Vole/NOR2__2019-06-08__09-50-17(3).JPG,http://us-west-2.opendata.source.coop.s3.amazonaws.com/agentmorris/lila-wildlife/osu-small-animals/Images/Sorted_by_species/Mammalia/Meadow_Vole/NOR2__2019-06-08__09-50-17(3).JPG,https://lilawildlife.blob.core.windows.net/lila-wildlife/osu-small-animals/Images/Sorted_by_species/Mammalia/Meadow_Vole/NOR2__2019-06-08__09-50-17(3).JPG,Ohio Small Animals : Images/Sorted_by_species/Mammalia/Meadow_Vole/NOR2__2019-06-08__09-50-17(3).JPG,Ohio Small Animals : location_NOR2_sequence_index_00090,Ohio Small Animals : NOR2,1,meadow_vole,microtus pennsylvanicus,meadow vole,animalia,chordata,mammalia,rodentia,cricetidae,microtus,pennsylvanicus,ohio-small-animals/OH_sm_animals_NOR2__2019-06-08__09-50-17(3).JPG,OH_sm_animals_NOR2__2019-06-08__09-50-17(3).JPG,4eab2e8b2b8822e2d0add68ddfcce019
https://storage.googleapis.com/public-datasets-lila/osu-small-animals/Images/Sorted_by_species/Mammalia/N. Short-tailed Shrew/FCM1__2019-09-04__21-00-56(10).JPG,http://us-west-2.opendata.source.coop.s3.amazonaws.com/agentmorris/lila-wildlife/osu-small-animals/Images/Sorted_by_species/Mammalia/N. Short-tailed Shrew/FCM1__2019-09-04__21-00-56(10).JPG,https://lilawildlife.blob.core.windows.net/lila-wildlife/osu-small-animals/Images/Sorted_by_species/Mammalia/N. Short-tailed Shrew/FCM1__2019-09-04__21-00-56(10).JPG,Ohio Small Animals : Images/Sorted_by_species/Mammalia/N. Short-tailed Shrew/FCM1__2019-09-04__21-00-56(10).JPG,Ohio Small Animals : location_FCM1_sequence_index_00311,Ohio Small Animals : FCM1,5,n._short-tailed_shrew,blarina brevicauda,northern short-tailed shrew,animalia,chordata,mammalia,eulipotyphla,soricidae,blarina,brevicauda,ohio-small-animals/OH_sm_animals_FCM1__2019-09-04__21-00-56(10).JPG,OH_sm_animals_FCM1__2019-09-04__21-00-56(10).JPG,b0cd5fd91724e2dd1d69ae940fc4b03e
https://storage.googleapis.com/public-datasets-lila/osu-small-animals/Images/Sorted_by_species/Mammalia/N. Short-tailed Shrew/FCM1__2019-09-21__03-05-43(1).JPG,http://us-west-2.opendata.source.coop.s3.amazonaws.com/agentmorris/lila-wildlife/osu-small-animals/Images/Sorted_by_species/Mammalia/N. Short-tailed Shrew/FCM1__2019-09-21__03-05-43(1).JPG,https://lilawildlife.blob.core.windows.net/lila-wildlife/osu-small-animals/Images/Sorted_by_species/Mammalia/N. Short-tailed Shrew/FCM1__2019-09-21__03-05-43(1).JPG,Ohio Small Animals : Images/Sorted_by_species/Mammalia/N. Short-tailed Shrew/FCM1__2019-09-21__03-05-43(1).JPG,Ohio Small Animals : location_FCM1_sequence_index_00363,Ohio Small Animals : FCM1,0,n._short-tailed_shrew,blarina brevicauda,northern short-tailed shrew,animalia,chordata,mammalia,eulipotyphla,soricidae,blarina,brevicauda,ohio-small-animals/OH_sm_animals_FCM1__2019-09-21__03-05-43(1).JPG,OH_sm_animals_FCM1__2019-09-21__03-05-43(1).JPG,2f5a4e72dbb84953b8cc681b8b11e4a0
https://storage.googleapis.com/public-datasets-lila/osu-small-animals/Images/Sorted_by_species/Mammalia/N. Short-tailed Shrew/FCM1__2019-09-23__08-17-16(4).JPG,http://us-west-2.opendata.source.coop.s3.amazonaws.com/agentmorris/lila-wildlife/osu-small-animals/Images/Sorted_by_species/Mammalia/N. Short-tailed Shrew/FCM1__2019-09-23__08-17-16(4).JPG,https://lilawildlife.blob.core.windows.net/lila-wildlife/osu-small-animals/Images/Sorted_by_species/Mammalia/N. Short-tailed Shrew/FCM1__2019-09-23__08-17-16(4).JPG,Ohio Small Animals : Images/Sorted_by_species/Mammalia/N. Short-tailed Shrew/FCM1__2019-09-23__08-17-16(4).JPG,Ohio Small Animals : location_FCM1_sequence_index_00372,Ohio Small Animals : FCM1,3,n._short-tailed_shrew,blarina brevicauda,northern short-tailed shrew,animalia,chordata,mammalia,eulipotyphla,soricidae,blarina,brevicauda,ohio-small-animals/OH_sm_animals_FCM1__2019-09-23__08-17-16(4).JPG,OH_sm_animals_FCM1__2019-09-23__08-17-16(4).JPG,9afdbef59287878b1e9a16bc7ddad9c0
https://storage.googleapis.com/public-datasets-lila/osu-small-animals/Images/Sorted_by_species/Mammalia/N. Short-tailed Shrew/FCP2__2019-10-01__03-46-24(4).JPG,http://us-west-2.opendata.source.coop.s3.amazonaws.com/agentmorris/lila-wildlife/osu-small-animals/Images/Sorted_by_species/Mammalia/N. Short-tailed Shrew/FCP2__2019-10-01__03-46-24(4).JPG,https://lilawildlife.blob.core.windows.net/lila-wildlife/osu-small-animals/Images/Sorted_by_species/Mammalia/N. Short-tailed Shrew/FCP2__2019-10-01__03-46-24(4).JPG,Ohio Small Animals : Images/Sorted_by_species/Mammalia/N. Short-tailed Shrew/FCP2__2019-10-01__03-46-24(4).JPG,Ohio Small Animals : location_FCP2_sequence_index_00235,Ohio Small Animals : FCP2,0,n._short-tailed_shrew,blarina brevicauda,northern short-tailed shrew,animalia,chordata,mammalia,eulipotyphla,soricidae,blarina,brevicauda,ohio-small-animals/OH_sm_animals_FCP2__2019-10-01__03-46-24(4).JPG,OH_sm_animals_FCP2__2019-10-01__03-46-24(4).JPG,a999d94e2b93112538fe51a57187a9b5
https://storage.googleapis.com/public-datasets-lila/osu-small-animals/Images/Sorted_by_species/Mammalia/N. Short-tailed Shrew/FCS1__2019-06-13__00-23-20(5).JPG,http://us-west-2.opendata.source.coop.s3.amazonaws.com/agentmorris/lila-wildlife/osu-small-animals/Images/Sorted_by_species/Mammalia/N. Short-tailed Shrew/FCS1__2019-06-13__00-23-20(5).JPG,https://lilawildlife.blob.core.windows.net/lila-wildlife/osu-small-animals/Images/Sorted_by_species/Mammalia/N. Short-tailed Shrew/FCS1__2019-06-13__00-23-20(5).JPG,Ohio Small Animals : Images/Sorted_by_species/Mammalia/N. Short-tailed Shrew/FCS1__2019-06-13__00-23-20(5).JPG,Ohio Small Animals : location_FCS1_sequence_index_00114,Ohio Small Animals : FCS1,2,n._short-tailed_shrew,blarina brevicauda,northern short-tailed shrew,animalia,chordata,mammalia,eulipotyphla,soricidae,blarina,brevicauda,ohio-small-animals/OH_sm_animals_FCS1__2019-06-13__00-23-20(5).JPG,OH_sm_animals_FCS1__2019-06-13__00-23-20(5).JPG,75e9be5585fefbfdc3b3d44b861b33bd
https://storage.googleapis.com/public-datasets-lila/osu-small-animals/Images/Sorted_by_species/Mammalia/N. Short-tailed Shrew/FCS3__2019-09-02__22-19-19(2).JPG,http://us-west-2.opendata.source.coop.s3.amazonaws.com/agentmorris/lila-wildlife/osu-small-animals/Images/Sorted_by_species/Mammalia/N. Short-tailed Shrew/FCS3__2019-09-02__22-19-19(2).JPG,https://lilawildlife.blob.core.windows.net/lila-wildlife/osu-small-animals/Images/Sorted_by_species/Mammalia/N. Short-tailed Shrew/FCS3__2019-09-02__22-19-19(2).JPG,Ohio Small Animals : Images/Sorted_by_species/Mammalia/N. Short-tailed Shrew/FCS3__2019-09-02__22-19-19(2).JPG,Ohio Small Animals : location_FCS3_sequence_index_00227,Ohio Small Animals : FCS3,1,n._short-tailed_shrew,blarina brevicauda,northern short-tailed shrew,animalia,chordata,mammalia,eulipotyphla,soricidae,blarina,brevicauda,ohio-small-animals/OH_sm_animals_FCS3__2019-09-02__22-19-19(2).JPG,OH_sm_animals_FCS3__2019-09-02__22-19-19(2).JPG,87cb6dd7ec6643c768582a66f88d6898
https://storage.googleapis.com/public-datasets-lila/osu-small-animals/Images/Sorted_by_species/Mammalia/N. Short-tailed Shrew/FCS3__2019-09-03__00-15-45(3).JPG,http://us-west-2.opendata.source.coop.s3.amazonaws.com/agentmorris/lila-wildlife/osu-small-animals/Images/Sorted_by_species/Mammalia/N. Short-tailed Shrew/FCS3__2019-09-03__00-15-45(3).JPG,https://lilawildlife.blob.core.windows.net/lila-wildlife/osu-small-animals/Images/Sorted_by_species/Mammalia/N. Short-tailed Shrew/FCS3__2019-09-03__00-15-45(3).JPG,Ohio Small Animals : Images/Sorted_by_species/Mammalia/N. Short-tailed Shrew/FCS3__2019-09-03__00-15-45(3).JPG,Ohio Small Animals : location_FCS3_sequence_index_00228,Ohio Small Animals : FCS3,1,n._short-tailed_shrew,blarina brevicauda,northern short-tailed shrew,animalia,chordata,mammalia,eulipotyphla,soricidae,blarina,brevicauda,ohio-small-animals/OH_sm_animals_FCS3__2019-09-03__00-15-45(3).JPG,OH_sm_animals_FCS3__2019-09-03__00-15-45(3).JPG,76b2b174cbcf4d2028dd1bbb0effdf20
https://storage.googleapis.com/public-datasets-lila/osu-small-animals/Images/Sorted_by_species/Mammalia/N. Short-tailed Shrew/FCS3__2019-09-08__04-19-41(7).JPG,http://us-west-2.opendata.source.coop.s3.amazonaws.com/agentmorris/lila-wildlife/osu-small-animals/Images/Sorted_by_species/Mammalia/N. Short-tailed Shrew/FCS3__2019-09-08__04-19-41(7).JPG,https://lilawildlife.blob.core.windows.net/lila-wildlife/osu-small-animals/Images/Sorted_by_species/Mammalia/N. Short-tailed Shrew/FCS3__2019-09-08__04-19-41(7).JPG,Ohio Small Animals : Images/Sorted_by_species/Mammalia/N. Short-tailed Shrew/FCS3__2019-09-08__04-19-41(7).JPG,Ohio Small Animals : location_FCS3_sequence_index_00232,Ohio Small Animals : FCS3,1,n._short-tailed_shrew,blarina brevicauda,northern short-tailed shrew,animalia,chordata,mammalia,eulipotyphla,soricidae,blarina,brevicauda,ohio-small-animals/OH_sm_animals_FCS3__2019-09-08__04-19-41(7).JPG,OH_sm_animals_FCS3__2019-09-08__04-19-41(7).JPG,88adb2ec87107a4d48ef3f5e1ca4aa3b
https://storage.googleapis.com/public-datasets-lila/osu-small-animals/Images/Sorted_by_species/Mammalia/N. Short-tailed Shrew/NOR1__2019-09-01__22-20-28(2).JPG,http://us-west-2.opendata.source.coop.s3.amazonaws.com/agentmorris/lila-wildlife/osu-small-animals/Images/Sorted_by_species/Mammalia/N. Short-tailed Shrew/NOR1__2019-09-01__22-20-28(2).JPG,https://lilawildlife.blob.core.windows.net/lila-wildlife/osu-small-animals/Images/Sorted_by_species/Mammalia/N. Short-tailed Shrew/NOR1__2019-09-01__22-20-28(2).JPG,Ohio Small Animals : Images/Sorted_by_species/Mammalia/N. Short-tailed Shrew/NOR1__2019-09-01__22-20-28(2).JPG,Ohio Small Animals : location_NOR1_sequence_index_00377,Ohio Small Animals : NOR1,0,n._short-tailed_shrew,blarina brevicauda,northern short-tailed shrew,animalia,chordata,mammalia,eulipotyphla,soricidae,blarina,brevicauda,ohio-small-animals/OH_sm_animals_NOR1__2019-09-01__22-20-28(2).JPG,OH_sm_animals_NOR1__2019-09-01__22-20-28(2).JPG,0196f5be8e0353d7c937c03def366192
https://storage.googleapis.com/public-datasets-lila/osu-small-animals/Images/Sorted_by_species/Mammalia/N. Short-tailed Shrew/RMN3__2019-07-15__20-12-54(11).JPG,http://us-west-2.opendata.source.coop.s3.amazonaws.com/agentmorris/lila-wildlife/osu-small-animals/Images/Sorted_by_species/Mammalia/N. Short-tailed Shrew/RMN3__2019-07-15__20-12-54(11).JPG,https://lilawildlife.blob.core.windows.net/lila-wildlife/osu-small-animals/Images/Sorted_by_species/Mammalia/N. Short-tailed Shrew/RMN3__2019-07-15__20-12-54(11).JPG,Ohio Small Animals : Images/Sorted_by_species/Mammalia/N. Short-tailed Shrew/RMN3__2019-07-15__20-12-54(11).JPG,Ohio Small Animals : location_RMN3_sequence_index_00145,Ohio Small Animals : RMN3,9,n._short-tailed_shrew,blarina brevicauda,northern short-tailed shrew,animalia,chordata,mammalia,eulipotyphla,soricidae,blarina,brevicauda,ohio-small-animals/OH_sm_animals_RMN3__2019-07-15__20-12-54(11).JPG,OH_sm_animals_RMN3__2019-07-15__20-12-54(11).JPG,84644d15e320fab877dfc292b06730b3
https://storage.googleapis.com/public-datasets-lila/osu-small-animals/Images/Sorted_by_species/Mammalia/N. Short-tailed Shrew/RMW2__2019-06-21__05-12-13(1).JPG,http://us-west-2.opendata.source.coop.s3.amazonaws.com/agentmorris/lila-wildlife/osu-small-animals/Images/Sorted_by_species/Mammalia/N. Short-tailed Shrew/RMW2__2019-06-21__05-12-13(1).JPG,https://lilawildlife.blob.core.windows.net/lila-wildlife/osu-small-animals/Images/Sorted_by_species/Mammalia/N. Short-tailed Shrew/RMW2__2019-06-21__05-12-13(1).JPG,Ohio Small Animals : Images/Sorted_by_species/Mammalia/N. Short-tailed Shrew/RMW2__2019-06-21__05-12-13(1).JPG,Ohio Small Animals : location_RMW2_sequence_index_00192,Ohio Small Animals : RMW2,1,n._short-tailed_shrew,blarina brevicauda,northern short-tailed shrew,animalia,chordata,mammalia,eulipotyphla,soricidae,blarina,brevicauda,ohio-small-animals/OH_sm_animals_RMW2__2019-06-21__05-12-13(1).JPG,OH_sm_animals_RMW2__2019-06-21__05-12-13(1).JPG,78d70a492aea792b2372f7416f881ee9
https://storage.googleapis.com/public-datasets-lila/osu-small-animals/Images/Sorted_by_species/Mammalia/N. Short-tailed Shrew/RMW3_blarina_brevicauda (2).JPG,http://us-west-2.opendata.source.coop.s3.amazonaws.com/agentmorris/lila-wildlife/osu-small-animals/Images/Sorted_by_species/Mammalia/N. Short-tailed Shrew/RMW3_blarina_brevicauda (2).JPG,https://lilawildlife.blob.core.windows.net/lila-wildlife/osu-small-animals/Images/Sorted_by_species/Mammalia/N. Short-tailed Shrew/RMW3_blarina_brevicauda (2).JPG,Ohio Small Animals : Images/Sorted_by_species/Mammalia/N. Short-tailed Shrew/RMW3_blarina_brevicauda (2).JPG,Ohio Small Animals : location_RMW3_sequence_index_00003,Ohio Small Animals : RMW3,0,n._short-tailed_shrew,blarina brevicauda,northern short-tailed shrew,animalia,chordata,mammalia,eulipotyphla,soricidae,blarina,brevicauda,ohio-small-animals/OH_sm_animals_RMW3_blarina_brevicauda (2).JPG,OH_sm_animals_RMW3_blarina_brevicauda (2).JPG,14508ffda20edfb8033f37f9cb43a7d0
https://storage.googleapis.com/public-datasets-lila/osu-small-animals/Images/Sorted_by_species/Mammalia/Raccoon/FCP1__2019-08-09__03-30-12(1).JPG,http://us-west-2.opendata.source.coop.s3.amazonaws.com/agentmorris/lila-wildlife/osu-small-animals/Images/Sorted_by_species/Mammalia/Raccoon/FCP1__2019-08-09__03-30-12(1).JPG,https://lilawildlife.blob.core.windows.net/lila-wildlife/osu-small-animals/Images/Sorted_by_species/Mammalia/Raccoon/FCP1__2019-08-09__03-30-12(1).JPG,Ohio Small Animals : Images/Sorted_by_species/Mammalia/Raccoon/FCP1__2019-08-09__03-30-12(1).JPG,Ohio Small Animals : location_FCP1_sequence_index_00129,Ohio Small Animals : FCP1,0,raccoon,procyon lotor,common raccoon,animalia,chordata,mammalia,carnivora,procyonidae,procyon,lotor,ohio-small-animals/OH_sm_animals_FCP1__2019-08-09__03-30-12(1).JPG,OH_sm_animals_FCP1__2019-08-09__03-30-12(1).JPG,83e7ec0c138e0a454d69eb1a115fde3d
https://storage.googleapis.com/public-datasets-lila/osu-small-animals/Images/Sorted_by_species/Mammalia/Raccoon/FCP1__2019-08-09__03-30-31(8).JPG,http://us-west-2.opendata.source.coop.s3.amazonaws.com/agentmorris/lila-wildlife/osu-small-animals/Images/Sorted_by_species/Mammalia/Raccoon/FCP1__2019-08-09__03-30-31(8).JPG,https://lilawildlife.blob.core.windows.net/lila-wildlife/osu-small-animals/Images/Sorted_by_species/Mammalia/Raccoon/FCP1__2019-08-09__03-30-31(8).JPG,Ohio Small Animals : Images/Sorted_by_species/Mammalia/Raccoon/FCP1__2019-08-09__03-30-31(8).JPG,Ohio Small Animals : location_FCP1_sequence_index_00129,Ohio Small Animals : FCP1,6,raccoon,procyon lotor,common raccoon,animalia,chordata,mammalia,carnivora,procyonidae,procyon,lotor,ohio-small-animals/OH_sm_animals_FCP1__2019-08-09__03-30-31(8).JPG,OH_sm_animals_FCP1__2019-08-09__03-30-31(8).JPG,f197cc298f07c94f023f3931804f9a40
https://storage.googleapis.com/public-datasets-lila/osu-small-animals/Images/Sorted_by_species/Mammalia/Raccoon/RMW2__2019-08-14__18-35-04(2).JPG,http://us-west-2.opendata.source.coop.s3.amazonaws.com/agentmorris/lila-wildlife/osu-small-animals/Images/Sorted_by_species/Mammalia/Raccoon/RMW2__2019-08-14__18-35-04(2).JPG,https://lilawildlife.blob.core.windows.net/lila-wildlife/osu-small-animals/Images/Sorted_by_species/Mammalia/Raccoon/RMW2__2019-08-14__18-35-04(2).JPG,Ohio Small Animals : Images/Sorted_by_species/Mammalia/Raccoon/RMW2__2019-08-14__18-35-04(2).JPG,Ohio Small Animals : location_RMW2_sequence_index_00344,Ohio Small Animals : RMW2,1,raccoon,procyon lotor,common raccoon,animalia,chordata,mammalia,carnivora,procyonidae,procyon,lotor,ohio-small-animals/OH_sm_animals_RMW2__2019-08-14__18-35-04(2).JPG,OH_sm_animals_RMW2__2019-08-14__18-35-04(2).JPG,fe06fb2771ff4b7e6b480e9cf4800612
